	Villapol_11_DPI_527	Villapol_11_DPI_528	Villapol_11_DPI_529	Villapol_11_DPI_530	Villapol_11_DPI_531	Villapol_11_DPI_532	Villapol_11_DPI_533	Villapol_11_DPI_534	Villapol_11_DPI_535	Villapol_11_DPI_536	Villapol_11_DPI_537	Villapol_11_DPI_538	Villapol_11_DPI_539	Villapol_11_DPI_540	Villapol_11_DPI_541	Villapol_11_DPI_542	Villapol_11_DPI_543	Villapol_11_DPI_544	Villapol_11_DPI_545	Villapol_11_DPI_546	Villapol_11_DPI_547	Villapol_11_DPI_548	Villapol_11_DPI_549	Villapol_11_DPI_550	Villapol_11_DPI_551	Villapol_11_DPI_552	Villapol_11_DPI_553	Villapol_11_DPI_554	Villapol_11_DPI_555	Villapol_11_DPI_556	Villapol_11_DPI_557	Villapol_11_DPI_558	Villapol_11_DPI_559	Villapol_11_DPI_560	Villapol_11_DPI_561	Villapol_11_DPI_562	Villapol_11_DPI_563	Villapol_11_DPI_564	Villapol_11_DPI_565	Villapol_11_DPI_566	Villapol_11_DPI_567	Villapol_11_DPI_568	Villapol_11_DPI_569	Villapol_11_DPI_570	Villapol_11_DPI_571	Villapol_11_DPI_572	Villapol_11_DPI_573	Villapol_11_DPI_574	Villapol_11_DPI_575	Villapol_11_DPI_576	Villapol_11_DPI_577	Villapol_11_DPI_578	Villapol_11_DPI_579	Villapol_11_DPI_580	Villapol_11_DPI_581	Villapol_11_DPI_582	Villapol_11_DPI_583	Villapol_11_DPI_584	Villapol_11_DPI_585	Villapol_11_DPI_586	Villapol_11_DPI_587	Villapol_11_DPI_588	Villapol_11_DPI_589	Villapol_11_DPI_590	Villapol_11_DPI_591	Villapol_11_DPI_592	Villapol_11_DPI_593	Villapol_11_DPI_594	Villapol_11_DPI_595	Villapol_11_DPI_596	Villapol_11_DPI_597	Villapol_11_DPI_598	Villapol_11_DPI_599	Villapol_527_1DPI	Villapol_527_3DPI	Villapol_527_BA	Villapol_528_1DPI	Villapol_528_3DPI	Villapol_528_BA	Villapol_529_1DPI	Villapol_529_3DPI	Villapol_529_BA	Villapol_530_1DPI	Villapol_531_1DPI	Villapol_532_1DPI	Villapol_533_1DPI	Villapol_533_3DPI	Villapol_533_BA	Villapol_534_1DPI	Villapol_535_1DPI	Villapol_535_3DPI	Villapol_535_BA	Villapol_536_1DPI	Villapol_537_1DPI	Villapol_538_1DPI	Villapol_538_3DPI	Villapol_538_BA	Villapol_539_1DPI	Villapol_539_3DPI	Villapol_539_BA	Villapol_540_1DPI	Villapol_540_3DPI	Villapol_540_BA	Villapol_541_1DPI	Villapol_541_3DPI	Villapol_541_BA	Villapol_542_1DPI	Villapol_543_1DPI	Villapol_544_1DPI	Villapol_545_1DPI	Villapol_546_1DPI	Villapol_546_3DPI	Villapol_546_BA	Villapol_547_1DPI	Villapol_547_3DPI	Villapol_547_BA	Villapol_548_1DPI	Villapol_548_3DPI	Villapol_548_BA	Villapol_549_1DPI	Villapol_549_3DPI	Villapol_549_BA	Villapol_550_1DPI	Villapol_550_3DPI	Villapol_550_BA	Villapol_551_1DPI	Villapol_552_1DPI	Villapol_553_1DPI	Villapol_553_3DPI	Villapol_553_BA	Villapol_554_1DPI	Villapol_555_1DPI	Villapol_556_1DPI	Villapol_557_1DPI	Villapol_557_3DPI	Villapol_557_BA	Villapol_558_1DPI	Villapol_559_1DPI	Villapol_560_1DPI	Villapol_560_3DPI	Villapol_560_BA	Villapol_561_1DPI	Villapol_562_1DPI	Villapol_562_3DPI	Villapol_562_BA	Villapol_563_1DPI	Villapol_563_3DPI	Villapol_563_BA	Villapol_564_1DPI	Villapol_565_1DPI	Villapol_566_1DPI	Villapol_567_1DPI	Villapol_568_1DPI	Villapol_569_1DPI	Villapol_570_1DPI	Villapol_571_1DPI	Villapol_572_1DPI	Villapol_573_1DPI	Villapol_574_1DPI	Villapol_575_1DPI	Villapol_576_1DPI	Villapol_577_1DPI	Villapol_578_1DPI	Villapol_579_1DPI	Villapol_580_1DPI	Villapol_581_1DPI	Villapol_582_1DPI	Villapol_583_1DPI	Villapol_584_1DPI	Villapol_585_1DPI	Villapol_586_1DPI	Villapol_587_1DPI	Villapol_587_3DPI	Villapol_587_BA	Villapol_588_1DPI	Villapol_589_1DPI	Villapol_589_3DPI	Villapol_589_BA	Villapol_590_1DPI	Villapol_591_1DPI	Villapol_592_1DPI	Villapol_592_3DPI	Villapol_592_BA	Villapol_593_1DPI	Villapol_593_3DPI	Villapol_593_BA	Villapol_594_1DPI	Villapol_595_1DPI	Villapol_596_1DPI	Villapol_597_1DPI	Villapol_597_3DPI	Villapol_597_BA	Villapol_598_1DPI	Villapol_599_1DPI	Villapol_600_1DPI	Villapol_601_1DPI	Villapol_602_1DPI	Villapol_603_1DPI	Villapol_604_1DPI	Villapol_605_1DPI	Villapol_606_1DPI	Villapol_606_3DPI	Villapol_606_BA	Villapol_607_1DPI	Villapol_608_1DPI	Villapol_609_1DPI	Villapol_610_1DPI	Villapol_611_1DPI	Villapol_612_1DPI	Villapol_612_3DPI	Villapol_612_BA	Villapol_613_1DPI	Villapol_614_1DPI	Villapol_614_3DPI	Villapol_614_BA	Villapol_615_1DPI	Villapol_616_1DPI	Villapol_616_3DPI	Villapol_616_BA	Villapol_617_1DPI	Villapol_618_1DPI	Villapol_618_3DPI	Villapol_618_BA	Villapol_619_1DPI	Villapol_619_3DPI	Villapol_619_BA	Villapol_620_1DPI	Villapol_620_3DPI	Villapol_620_BA	Villapol_621_1DPI	Villapol_621_3DPI	Villapol_621_BA	Villapol_622_1DPI	Villapol_622_3DPI	Villapol_622_BA	Villapol_623_1DPI	Villapol_623_3DPI	Villapol_623_BA	Villapol_624_1DPI	Villapol_624_3DPI	Villapol_624_BA	Villapol_625_1DPI	Villapol_625_3DPI	Villapol_625_BA	Villapol_626_1DPI	Villapol_626_3DPI	Villapol_626_BA	Villapol_627_1DPI	Villapol_627_3DPI	Villapol_627_BA	Villapol_628_1DPI	Villapol_628_3DPI	Villapol_628_BA	Villapol_629_1DPI	Villapol_629_3DPI	Villapol_629_BA	Villapol_630_1DPI	Villapol_630_3DPI	Villapol_630_BA	Villapol_631_1DPI	Villapol_631_3DPI	Villapol_631_BA	Villapol_632_1DPI	Villapol_632_3DPI	Villapol_632_BA	Villapol_633_1DPI	Villapol_633_3DPI	Villapol_633_BA	Villapol_634_1DPI	Villapol_634_3DPI	Villapol_634_BA	Villapol_635_1DPI	Villapol_635_3DPI	Villapol_635_BA	Villapol_636_1DPI	Villapol_636_3DPI	Villapol_636_BA	Villapol_637_1DPI	Villapol_637_3DPI	Villapol_637_BA
g__Clostridioides_A	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	47	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_AG_200053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_AQ	0	209	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_G	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_H_221916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_J	259	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	5	0	7	0	3	0	0	0	0	0	0	350	0	0	407	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	47	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	43	0	0	89	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Clostridium_T	1388	0	0	36	0	0	0	0	137	0	0	0	0	26	41	0	0	156	31	0	0	47	0	0	0	0	4	104	0	0	0	0	0	0	0	0	0	641	900	0	0	10	0	18	35	0	0	17	23	390	0	7	0	0	0	0	0	0	30	111	22	0	0	37	0	11	18	0	14	32	10	0	30	0	180	14	0	456	0	11	1820	23	0	18	0	0	1991	70	15	20	68	20	0	0	0	1201	0	0	4515	0	0	30	0	0	78	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	445	18	68	0	0	61	0	0	0	7	9	0	7	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	32	320	745	10	10	2427	66	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	455	0	0	553	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	24	10	1002	51	0	737	0	0	3	0	0	0	0	0	8	0	0	17	0	0	0	0	0	3586	273	9	991	84	0	0	0	0	0	12	0	0	0
g__Comamonas_F_589250	0	0	33	35	0	14	0	19	8	7	10	0	2	0	0	4	0	0	0	0	17	0	0	0	5	0	0	3	4	0	4	7	19	10	0	39	0	0	73	0	26	41	13	0	3	0	0	0	0	0	0	4	0	26	2	5	0	14	0	0	0	0	72	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	30	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	75	0	0	0	0	0	0	0	0	0	0	22	0	15	19	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	4	0	0	2	0	0	0	6	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	39	0	0	0	0	0	0	0	0	0	0	0
g__Coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Coprosoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Corynebacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Curtobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	6	0	43	0	48	0	0	0	0	0	0	7	0	0	78	4	3	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dorea_D_143701	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	17	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Dubosiella	0	0	4398	38	0	325	0	16	1027	376	546	139	197	7924	3401	368	7	5216	6280	8259	6932	194	135	390	1126	51	311	2354	78	135	120	0	0	1565	252	13	0	4	0	472	4877	12604	10637	5660	5988	8740	5158	7809	12092	13196	0	12786	3	9003	7428	4065	10	311	9402	9300	9453	114	52	4829	3304	3459	6925	5955	8594	7802	8097	6198	13673	0	0	142	0	0	0	0	0	170	0	0	40	0	0	4719	103	122	4336	4766	2	0	0	0	236	0	0	280	0	2155	251	0	1412	66	0	0	5	0	0	9	578	2	0	265	69	371	91	7	1217	903	0	0	55	0	0	0	2862	137	0	2607	102	0	1601	3411	0	0	60	5192	265	0	0	23	0	0	8066	0	0	0	0	4	4	0	27	0	0	0	0	0	0	0	3	29	10	0	0	0	0	0	0	0	1707	1345	0	0	0	2227	2	52	0	503	1537	24	0	944	14	0	0	0	282	1826	0	0	0	0	0	0	0	0	0	2175	2996	17	44	0	0	0	0	1450	0	0	0	4784	2435	0	0	8251	195	0	0	27	1886	0	0	4516	0	0	4895	0	41	2922	0	32	6194	33	2077	3963	0	937	3234	11	127	2845	4	0	4433	0	44	1128	0	50	2597	0	3341	1952	13	1409	1360	408	5769	5379	226	4960	926	21	0	2638	26	0	1786	0	1096	9045	4284	3951	8904	7540	3687	280
g__Duncaniella	0	0	0	0	798	604	769	91	476	426	0	0	0	1084	249	925	1131	305	458	751	955	332	407	735	404	0	805	679	351	66	192	1944	1015	444	719	1067	1140	547	163	357	761	1145	2028	1023	1001	0	1355	0	928	818	1004	1074	1363	1346	160	281	1881	1471	787	854	1107	595	0	361	365	380	953	690	970	1277	1686	1145	2276	1614	0	537	0	0	736	5	0	478	0	20	0	0	0	693	0	0	155	878	0	0	0	0	429	0	0	333	0	288	419	0	86	458	0	0	0	0	0	0	373	0	0	482	0	426	73	0	607	512	0	0	572	0	0	0	1328	350	0	0	0	0	593	846	2284	858	0	123	768	0	0	11	790	0	907	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	640	0	0	0	933	0	0	0	908	878	0	0	661	0	42	1345	2781	2752	587	0	1742	0	0	0	0	41	0	0	567	796	0	0	0	0	0	0	288	132	0	0	440	610	0	23	149	45	0	0	0	740	0	407	302	0	0	475	3574	1570	522	303	166	645	2	34	438	0	18	991	0	0	277	3	0	724	0	0	417	0	43	602	0	161	477	0	181	807	0	258	270	71	1209	417	0	0	541	0	0	727	0	600	937	0	948	429	2505	1361	1221
g__Dysosmobacter	0	0	0	0	90	0	0	21	0	0	0	0	0	0	0	0	0	2	0	0	0	8	5	0	0	0	8	0	0	0	0	0	0	0	0	0	28	0	0	30	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	0	9	0	0	22	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	8	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	13	0	0	0	10	101	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	51	0	0	0	0	0	0	0	12	0	0	6	3	52	14	0	0	10	0	0	0	0	0	48	0	0	0	0	0	10	0	0	12	0	0	6	0	20	0	0	0	11	0	8	26	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	38	17
